birthday,gender,age,height,sport,noc,gold,silver,bronze
1995-12-06,0,27,1.79,Handball,JPN,0,0,0
1960-11-24,0,62,1.67,Bridge,IND,0,1,0
1995-11-05,0,27,1.96,Basketball,PHI,1,0,0
2001-08-27,0,22,1.8,Athletics,PHI,0,0,0
2002-01-01,0,21,1.79,Hockey,UZB,0,0,0
1990-06-06,0,33,1.87,Chess,KGZ,0,0,0
2001-02-03,0,22,1.71,Shooting,IND,2,1,1
2002-03-02,1,21,1.59,Sailing,IND,0,0,0
1990-07-21,1,33,1.56,Sailing,JPN,0,0,0
1993-10-18,1,29,1.65,Rowing,JPN,0,1,0
1997-04-09,1,26,1.66,Judo,JPN,1,0,1
1987-06-06,0,36,1.78,Shooting,IND,1,0,0
1988-07-24,0,35,1.65,Esports,MAC,0,0,0
1995-07-20,1,28,1.7,Basketball,HKG,0,0,0
1999-09-01,0,24,1.67,Taekwondo,MAC,0,0,0
1992-07-26,1,31,1.65,Squash,HKG,0,1,0
2001-06-02,1,22,1.64,Wushu,CHN,1,0,0
2003-09-19,1,20,1.71,Taekwondo,THA,0,0,0
1995-10-18,1,27,1.57,Basketball,PHI,0,0,0
1998-02-15,1,25,1.58,Skateboarding,THA,0,0,0
2001-08-30,1,22,1.65,Artistic Swimming,THA,0,0,0
1994-11-13,0,28,1.92,Athletics,IND,1,0,0
1989-11-05,0,33,1.76,Shooting,PHI,0,0,0
1992-09-16,0,31,2.03,Basketball,IRI,0,0,0
1995-04-13,1,28,1.57,Hockey,JPN,0,0,0
1998-10-21,1,24,1.55,Canoe Sprint,KAZ,0,1,0
2002-03-26,0,21,1.7,Sepaktakraw,PHI,0,0,1
2002-08-01,0,21,1.78,Baseball,PHI,0,0,0
1995-03-29,0,28,1.74,Shooting,THA,0,0,0
2004-12-14,1,18,1.73,Artistic Swimming,UZB,0,0,0
2001-09-17,0,22,1.67,Weightlifting,UZB,0,1,0
1991-06-08,1,32,1.63,Shooting,IRI,0,0,0
2001-12-12,0,21,1.78,Football,IRI,0,0,0
1999-07-19,0,24,1.76,Athletics,KAZ,0,0,0
1991-08-07,0,32,1.82,Basketball,THA,0,0,0
1992-01-16,0,31,1.9,Weightlifting,TKM,0,0,0
2001-05-27,1,22,1.6,Shooting,INA,0,0,0
2002-04-15,1,21,1.65,Soft Tennis,VIE,0,0,0
1999-12-09,0,23,1.75,Esports,VIE,0,0,0
2001-05-17,0,22,1.74,Esports,VIE,0,0,0
2001-02-04,0,22,1.6,Taekwondo,VIE,0,0,1
2003-01-20,0,20,1.73,Swimming,VIE,0,0,0
1998-12-30,1,24,1.52,Breaking,VIE,0,0,0
2002-05-19,0,21,1.98,Karate,VIE,0,0,0
2004-11-17,1,18,1.63,Table Tennis,VIE,0,0,0
2000-01-02,0,23,1.63,Chess,VIE,0,0,0
2004-10-13,0,18,1.67,Weightlifting,VIE,0,0,0
2004-02-05,0,19,1.82,Football,VIE,0,0,0
2001-02-24,0,22,1.7,Esports,VIE,0,0,0
1999-03-11,1,24,1.62,Wrestling,VIE,0,0,0
1998-02-16,1,25,1.75,Taekwondo,VIE,0,0,0
2000-12-11,1,22,1.83,Volleyball,VIE,0,0,0
2001-06-08,1,22,1.64,Football,VIE,0,0,0
1999-01-19,1,24,1.72,Sepaktakraw,VIE,1,1,0
1997-05-25,1,26,1.71,Rowing,VIE,0,0,1
1998-12-14,1,24,1.58,Wushu,VIE,0,0,0
1993-09-18,1,30,1.64,Football,VIE,0,0,0
2004-04-06,1,19,1.72,Sepaktakraw,VIE,1,1,0
2005-07-09,1,18,1.72,Athletics,VIE,0,0,0
1997-11-12,1,25,1.93,Volleyball,VIE,0,0,0
1991-07-15,1,32,1.57,Football,VIE,0,0,0
1993-01-15,1,30,1.62,Football,VIE,0,0,0
2001-12-21,0,21,1.75,Archery,VIE,0,0,0
1999-07-10,1,24,1.78,Volleyball,VIE,0,0,0
1997-01-01,0,26,1.7,Chess,VIE,0,0,0
2006-02-02,1,17,1.53,Sailing,SRI,0,0,0
1998-10-21,0,24,1.73,Fencing,PHI,0,0,0
1987-04-26,0,36,1.7,Soft Tennis,INA,0,0,1
1977-09-14,0,46,1.71,Bridge,THA,0,0,0
2000-12-31,0,22,1.68,Artistic Gymnastics,VIE,0,0,0
2000-09-21,1,23,1.59,Shooting,VIE,0,0,0
1995-12-17,0,27,1.65,Weightlifting,VIE,0,0,0
2004-09-06,0,19,1.64,Shooting,THA,0,0,0
1991-03-02,0,32,1.77,Cricket,IND,1,0,0
2001-03-19,0,22,1.7,Football,THA,0,0,0
1995-02-07,0,28,1.7,Esports,THA,0,0,0
1981-06-24,0,42,1.63,Shooting,INA,0,0,0
2004-07-04,0,19,1.73,Hockey,THA,0,0,0
2006-06-28,0,17,1.77,Swimming,THA,0,0,0
1990-10-17,0,32,1.73,Esports,IND,0,0,0
1988-03-28,1,35,1.72,Athletics,KGZ,0,0,1
1995-04-08,0,28,1.92,Tennis,THA,0,0,0
1991-10-08,0,32,1.71,Esports,VIE,0,0,0
2002-03-19,0,21,1.72,Judo,VIE,0,0,0
1997-01-02,1,26,1.66,Taekwondo,VIE,0,0,0
2002-11-14,0,20,1.75,Wushu,VIE,0,0,0
2004-05-21,0,19,1.82,Taekwondo,MGL,0,0,0
2000-01-15,0,23,1.81,Football,TPE,0,0,0
2005-07-04,0,18,1.77,Esports,TPE,0,0,1
1997-09-03,1,26,1.66,Softball,TPE,0,0,1
1995-03-16,0,28,1.86,Basketball,HKG,0,0,0
1994-10-21,0,28,1.75,Kabaddi,TPE,0,0,1
1995-09-21,1,28,1.77,Judo,TPE,0,0,0
1989-01-23,1,34,1.68,Football,TPE,0,0,0
2001-01-02,0,22,2,Volleyball,TPE,0,0,0
1983-07-28,1,40,1.62,Bridge,TPE,1,0,0
1997-05-10,1,26,1.62,Cycling Mountain Bike,TPE,0,0,0
2000-03-31,0,23,1.83,3x3 Basketball,HKG,0,0,0
2004-09-13,0,19,1.82,Baseball,HKG,0,0,0
2001-09-11,1,22,1.54,Football,HKG,0,0,0
2003-10-28,1,19,1.64,Football,HKG,0,0,0
1992-01-25,0,31,1.7,Breaking,HKG,0,0,0
1996-11-14,0,26,1.7,Esports,HKG,0,0,0
1992-06-28,1,31,1.62,Karate,HKG,0,0,0
2003-10-27,0,19,1.79,Football,HKG,0,0,0
1991-11-05,1,31,1.56,Athletics,TPE,0,0,0
1999-09-04,0,24,1.86,Football,HKG,0,0,0
1994-10-15,0,28,1.7,Handball,HKG,0,0,0
1991-11-09,1,31,1.66,Badminton,HKG,0,0,0
1984-04-03,0,39,1.74,Triathlon,MGL,0,0,0
1974-05-02,0,49,1.74,Shooting,MGL,0,0,0
1987-02-04,0,36,1.78,Chess,MGL,0,0,0
2002-07-24,1,21,1.7,3x3 Basketball,MGL,0,1,0
1996-03-16,0,27,1.7,Judo,MGL,0,0,2
2004-07-27,1,19,1.65,Cricket,MGL,0,0,0
2001-08-08,0,22,1.75,Tennis,TPE,0,0,0
1998-08-08,0,25,2.05,Basketball,TPE,0,0,0
1998-09-16,0,25,1.78,Dragon Boat,TPE,0,0,0
2002-02-16,0,21,1.94,Volleyball,TPE,0,0,0
1996-01-17,0,27,1.73,Bridge,HKG,0,0,0
1984-07-06,0,39,2.05,Basketball,TPE,0,0,0
1999-12-31,0,23,1.74,Football,MGL,0,0,0
2000-04-21,0,23,1.86,3x3 Basketball,MGL,0,0,1
2000-08-18,1,23,1.7,Volleyball,MGL,0,0,0
2006-03-03,0,17,1.75,Swimming,MGL,0,0,0
1998-01-01,0,25,1.62,Judo,BHU,0,0,0
2000-07-25,0,23,1.78,Cycling Track,HKG,0,0,0
1987-07-15,0,36,1.71,Boxing,HKG,0,0,0
1990-08-06,0,33,1.67,Fencing,MGL,0,0,0
1994-08-18,1,29,1.57,Ju-jitsu,MGL,0,0,0
1985-06-19,1,38,1.7,Kurash,MGL,0,0,1
1990-06-28,0,33,1.73,Canoe Sprint,HKG,0,0,0
1997-07-09,1,26,1.6,Shooting,MGL,0,0,0
1997-03-17,1,26,1.52,Kurash,TPE,0,0,0
2002-11-27,1,20,1.81,3x3 Basketball,UZB,0,0,0
1999-10-23,1,23,1.72,Water Polo,KAZ,0,0,1
1995-03-24,0,28,1.8,Water Polo,KAZ,0,0,1
2003-05-21,0,20,1.88,Fencing,JPN,0,0,0
1996-03-25,0,27,1.6,Boxing,JPN,0,0,1
1990-08-29,1,33,1.58,Canoe Sprint,JPN,0,0,0
1999-04-02,0,24,1.8,Archery,HKG,0,0,0
1995-11-13,1,27,1.6,Judo,HKG,0,0,0
2006-02-26,1,17,1.67,Sport Climbing,HKG,0,0,0
2002-08-07,0,21,1.75,Swimming,HKG,0,0,0
2000-05-09,1,23,1.7,Basketball,HKG,0,0,0
1993-06-16,0,30,1.79,Baseball,JPN,0,0,1
1994-06-21,1,29,1.62,Rugby Sevens,JPN,0,1,0
1999-10-17,1,23,1.64,Softball,JPN,1,0,0
1991-09-30,1,32,1.55,Karate,PHI,0,0,0
1997-08-13,0,26,1.77,Squash,JPN,0,0,0
2002-11-02,0,20,1.62,Artistic Gymnastics,JPN,0,1,0
1996-06-21,0,27,1.73,Badminton,JPN,0,0,1
2005-05-06,0,18,1.78,Esports,HKG,0,0,0
1992-08-06,1,31,1.62,Judo,JPN,2,0,0
1995-12-07,0,27,1.8,Wrestling,JPN,0,0,1
2006-11-01,1,16,1.58,Rhythmic Gymnastics,JPN,0,0,0
2000-04-04,0,23,1.82,Handball,JPN,0,0,0
1997-06-19,1,26,1.53,Rugby Sevens,JPN,0,1,0
2005-02-14,0,18,1.79,Cycling Track,UZB,0,0,0
1997-02-24,0,26,1.77,Cycling Road,TPE,0,0,0
1997-06-29,0,26,1.65,Boxing,TPE,0,0,0
1999-01-02,0,24,1.82,Football,TPE,0,0,0
1999-12-12,1,23,1.74,Softball,TPE,0,0,1
1991-02-11,1,32,1.6,Shooting,TPE,0,0,0
1994-09-21,0,29,1.72,Dragon Boat,TPE,0,0,0
2001-07-10,0,22,1.7,Canoe Sprint,KAZ,0,0,1
1993-01-29,0,30,1.63,Wrestling,PHI,0,0,0
2005-09-12,0,18,1.81,Taekwondo,THA,1,0,0
1994-06-06,0,29,1.8,Esports,MAS,0,0,1
2003-06-28,1,20,1.68,Boxing,MGL,0,0,0
2007-04-24,0,16,1.8,Swimming,MGL,0,0,0
2002-02-26,0,21,1.86,Canoe Sprint,KGZ,0,0,0
2007-01-09,1,16,1.62,Tennis,TJK,0,0,0
1992-01-22,0,31,1.88,Canoe Sprint,UZB,1,0,0
2004-08-06,1,19,1.64,Rugby Sevens,KAZ,0,0,0
2004-07-30,0,19,1.75,Esports,KAZ,0,0,0
2004-07-30,0,19,1.75,Esports,KAZ,0,0,0
2000-09-29,1,23,1.57,Football,MGL,0,0,0
1999-03-13,0,24,1.8,Handball,UZB,0,0,0
1996-05-28,1,27,1.63,Football,NEP,0,0,0
1998-02-17,0,25,1.8,Basketball,MGL,0,0,0
1984-09-01,1,39,1.62,Shooting,MGL,0,0,0
1988-08-08,1,35,1.62,Shooting,MGL,0,0,0
1998-02-11,0,25,1.7,Wrestling,MGL,1,0,0
2003-02-07,0,20,1.73,Cricket,MGL,0,0,0
2001-11-29,1,21,1.61,Ju-jitsu,MGL,0,0,0
2000-02-19,0,23,1.7,Esports,MYA,0,0,0
2005-01-02,1,18,1.75,Football,CAM,0,0,0
2002-11-21,1,20,1.66,Cycling Track,HKG,0,0,0
1990-08-19,1,33,1.57,Bridge,HKG,0,0,1
1999-08-11,1,24,1.66,Badminton,INA,0,0,0
1997-02-16,0,26,1.71,Athletics,THA,0,0,0
1990-03-22,1,33,1.55,Sport Climbing,THA,0,0,0
1996-11-18,0,26,1.86,Boxing,CHN,1,0,0
1997-04-12,0,26,1.9,Handball,KAZ,0,0,0
1995-01-20,0,28,1.8,Handball,UZB,0,0,0
2002-05-20,1,21,1.7,Boxing,UZB,0,0,0
1999-01-03,0,24,1.93,Rowing,UZB,1,0,0
2005-09-19,0,18,1.76,Esports,UZB,0,0,0
2002-05-04,1,21,1.6,Chess,MGL,0,0,0
2000-04-05,0,23,2.02,Judo,UZB,1,0,0
2006-02-04,1,17,1.6,Water Polo,THA,0,0,0
1999-04-04,1,24,1.6,Karate,UZB,0,0,0
2001-05-01,0,22,1.78,Triathlon,UZB,0,0,0
2006-05-03,0,17,1.87,Beach Volleyball,TJK,0,0,0
1994-08-23,1,29,1.63,Wushu,KAZ,0,0,1
2004-05-25,0,19,1.79,3x3 Basketball,KGZ,0,0,0
2000-04-21,0,23,1.78,Kurash,KGZ,0,0,0
1999-07-23,1,24,1.81,Basketball,MGL,0,0,0
2006-06-12,1,17,1.72,Artistic Swimming,KAZ,0,0,2
1999-09-01,0,24,1.94,Taekwondo,IND,0,0,0
1999-11-23,1,23,1.57,Judo,KAZ,0,0,0
1993-05-04,1,30,1.7,Wrestling,KGZ,0,0,1
2006-06-19,0,17,1.78,Archery,KAZ,0,0,0
1994-01-02,0,29,1.63,Athletics,PHI,0,0,0
1998-03-18,1,25,1.7,Modern Pentathlon,JPN,0,1,0
1998-05-25,0,25,1.8,Soft Tennis,JPN,1,1,0
2000-04-30,0,23,1.87,Cricket,SGP,0,0,0
1998-02-19,0,25,1.71,Soft Tennis,JPN,1,0,0
2002-01-13,1,21,1.62,Cycling Track,JPN,2,0,0
1998-03-29,0,25,1.85,Cricket,CAM,0,0,0
1996-10-06,0,27,1.77,Hockey,BAN,0,0,0
1991-01-02,0,32,1.72,Kabaddi,BAN,0,0,0
2002-04-01,0,21,1.7,Boxing,INA,0,0,0
1998-01-14,1,25,1.62,Hockey,IND,0,0,1
1999-06-20,1,24,1.74,Basketball,THA,0,0,0
1998-06-11,0,25,1.8,Soft Tennis,JPN,3,0,0
1996-09-27,1,27,1.66,Football,JPN,1,0,0
2001-11-28,1,21,1.6,Fencing,JPN,0,1,1
1982-07-22,1,41,1.74,Softball,JPN,1,0,0
1997-05-14,1,26,1.77,Volleyball,JPN,0,1,0
1995-06-02,0,28,1.81,Tennis,JPN,0,0,0
1999-05-15,0,24,1.81,Athletics,JPN,1,1,0
2006-01-23,1,17,1.77,Volleyball,PRK,0,0,0
2002-03-26,1,21,1.8,Beach Volleyball,KAZ,0,0,0
2003-06-14,1,20,1.6,Boxing,UZB,0,0,1
1986-03-22,0,37,1.92,Water Polo,KAZ,0,0,1
2002-04-23,0,21,1.71,Weightlifting,MGL,0,0,0
2001-09-05,0,22,1.76,Wrestling,PAK,0,0,0
1987-04-12,0,36,1.75,Kabaddi,PAK,0,0,1
1987-08-04,1,36,1.7,Sport Climbing,KAZ,0,0,0
2001-06-11,1,22,1.7,3x3 Basketball,MGL,0,1,0
1994-01-31,0,29,1.9,Kurash,MGL,0,0,0
1998-07-20,1,25,1.62,Football,MGL,0,0,0
2006-04-13,1,17,1.65,Archery,MGL,0,0,0
1992-12-09,0,30,1.67,Ju-jitsu,MGL,0,0,0
1999-01-06,0,24,1.73,Football,KOR,1,0,0
1999-03-08,0,24,1.87,Volleyball,PHI,0,0,0
2001-09-05,0,22,1.78,Rugby Sevens,SGP,0,0,0
1994-12-28,0,28,1.6,Sepaktakraw,SGP,0,0,0
1996-07-07,1,27,1.63,Modern Pentathlon,JPN,0,1,0
2003-01-08,1,20,1.59,Athletics,JPN,0,0,0
2002-07-03,1,21,1.65,Basketball,KAZ,0,0,0
1994-08-11,1,29,1.6,Cycling Road,KAZ,0,0,0
1999-10-12,1,23,1.77,Basketball,MGL,0,0,0
1999-10-17,0,23,1.84,Archery,UZB,0,0,0
1998-12-03,0,24,1.7,Hockey,INA,0,0,0
1985-09-01,0,38,1.63,Judo,CAM,0,0,0
2001-05-17,0,22,1.78,Athletics,JPN,0,1,0
1993-12-01,0,29,1.77,Hockey,IND,1,0,0
2005-02-12,1,18,1.62,Badminton,IND,0,0,0
2006-12-04,0,16,2.02,Volleyball,THA,0,0,0
1994-10-13,0,28,1.65,Skateboarding,THA,0,0,0
2002-10-14,1,20,1.69,Water Polo,JPN,0,1,0
1993-11-19,0,29,1.78,Ju-jitsu,KGZ,0,0,0
2008-08-04,1,15,1.55,Triathlon,THA,0,0,0
1998-12-27,1,24,1.65,Hockey,JPN,0,0,0
1988-04-03,1,35,1.71,Ju-jitsu,KAZ,0,0,1
1999-08-17,0,24,1.75,Ju-jitsu,UZB,0,0,0
1994-10-17,0,28,1.72,Bridge,PHI,0,0,0
1998-06-11,0,25,1.7,Handball,MGL,0,0,0
1996-08-07,0,27,1.73,Weightlifting,UZB,0,0,0
1992-07-09,1,31,1.7,Handball,UZB,0,0,0
2004-08-17,1,19,1.47,Artistic Gymnastics,JPN,0,1,0
1997-12-21,0,25,1.73,Boxing,TJK,0,0,0
2004-01-31,0,19,1.87,Swimming,UZB,0,0,0
1993-11-15,0,29,1.81,Rowing,UZB,0,0,0
1989-12-22,0,33,1.9,Volleyball,KAZ,0,0,0
1993-01-07,0,30,1.9,Judo,TJK,0,0,0
1997-05-06,0,26,1.6,Weightlifting,MGL,0,0,0
2003-02-28,1,20,1.58,Sport Climbing,KAZ,0,0,0
2002-11-22,0,20,1.7,Archery,THA,0,0,0
1999-06-03,1,24,1.62,Hockey,KAZ,0,0,0
2005-05-07,0,18,1.85,Football,MGL,0,0,0
2005-12-16,1,17,1.65,Cricket,MGL,0,0,0
2009-02-20,1,14,1.72,Swimming,MGL,0,0,0
2000-01-18,1,23,1.63,Football,MGL,0,0,0
2007-04-08,1,16,1.65,Swimming,MGL,0,0,0
1998-04-19,0,25,1.75,Weightlifting,KAZ,0,0,1
2004-01-22,1,19,1.7,Table Tennis,MGL,0,0,0
2000-10-09,0,22,1.88,Fencing,MGL,0,0,0
2000-05-01,0,23,1.58,Baseball,LAO,0,0,0
2000-06-01,0,23,1.88,Taekwondo,CAM,0,0,0
1989-10-10,0,33,1.94,Volleyball,IRI,1,0,0
2001-01-08,0,22,1.92,Basketball,IRI,0,0,0
2000-07-02,0,23,1.69,Kurash,IRI,0,1,0
1997-08-13,1,26,1.48,Cricket,IND,1,0,0
1995-04-27,0,28,1.82,Chess,UZB,0,0,1
1995-09-15,0,28,1.75,Shooting,PHI,0,0,0
2003-03-03,1,20,1.71,Handball,UZB,0,0,0
2002-03-18,1,21,1.6,Badminton,MAS,0,0,0
2005-10-16,0,17,1.73,Wushu,TJK,0,0,0
2001-05-31,0,22,2.04,Volleyball,IRI,1,0,0
1999-01-21,0,24,1.77,Esports,PHI,0,0,0
1997-09-08,0,26,1.69,Cycling Track,INA,0,0,0
2000-02-09,1,23,1.7,Karate,CAM,0,0,0
2003-02-03,1,20,1.75,Football,CAM,0,0,0
1996-10-15,0,26,1.69,Athletics,CAM,0,0,0
2003-04-28,0,20,1.77,Esports,THA,0,1,0
1998-04-25,0,25,1.91,Volleyball,IND,0,0,0
1998-06-01,0,25,1.71,Athletics,IND,0,0,0
1996-02-07,0,27,1.77,Esports,INA,0,0,0
1995-07-25,0,28,1.72,Hockey,IND,1,0,0
2001-03-19,1,22,1.66,Fencing,THA,0,0,0
2004-10-08,1,19,1.69,Artistic Swimming,UZB,0,0,0
1989-06-04,0,34,1.9,Volleyball,QAT,0,0,0
1999-09-25,1,24,1.6,Cricket,IND,1,0,0
2001-10-22,0,21,1.7,Badminton,CAM,0,0,0
2005-08-02,1,18,1.61,Squash,SRI,0,0,0
2003-01-19,0,20,1.8,Roller Skating,IND,0,0,1
1992-10-04,0,31,1.58,Sport Climbing,PHI,0,0,0
2001-12-08,1,21,1.6,Athletics,IND,0,0,0
1999-08-31,1,24,1.69,Athletics,IND,0,1,0
1996-07-03,1,27,1.7,Archery,IND,3,0,0
2002-07-17,0,21,1.75,Esports,UZB,0,0,0
2010-02-22,1,13,1.66,Water Polo,UZB,0,0,0
1989-06-26,0,34,1.75,Archery,IND,1,1,0
2004-12-31,0,18,1.71,Sport Climbing,IND,0,0,0
2004-05-03,1,19,1.6,Sport Climbing,IND,0,0,0
2004-07-01,0,19,1.76,Canoe Sprint,IND,0,0,0
2007-02-26,1,16,1.64,Sailing,IND,0,0,0
2006-03-08,1,17,1.66,Canoe Sprint,IND,0,0,0
2002-04-16,1,21,1.75,Volleyball,VIE,0,0,0
2003-06-11,1,20,1.75,Football,CAM,0,0,0
2003-07-15,0,20,1.74,Wrestling,IND,0,0,0
2003-11-25,0,19,1.72,Triathlon,THA,0,0,0
1997-04-26,1,26,1.65,Dragon Boat,INA,0,3,0
2001-12-15,0,21,1.69,Cricket,SRI,0,0,0
2004-11-05,1,18,1.78,Volleyball,IND,0,0,0
2001-10-10,0,21,1.75,Wrestling,IND,0,0,0
2000-10-16,0,22,1.71,Kabaddi,MAS,0,0,0
1999-12-09,0,23,1.82,Volleyball,PHI,0,0,0
2002-06-09,1,21,1.61,Softball,PHI,0,0,0
1998-10-25,0,24,1.74,Esports,PHI,0,0,0
1995-05-13,0,28,1.67,Esports,PHI,0,0,0
1995-08-01,1,28,1.57,Boxing,PHI,0,0,0
1985-05-12,0,38,1.74,Hockey,THA,0,0,0
1997-07-04,0,26,1.78,Rugby Sevens,SGP,0,0,0
1991-02-25,0,32,1.95,Volleyball,IND,0,0,0
1988-04-18,0,35,1.61,Sepaktakraw,THA,1,0,0
1947-07-02,0,76,1.71,Bridge,PHI,0,0,0
2002-03-20,0,21,1.88,Cycling Track,IND,0,0,0
2001-05-11,0,22,1.77,Badminton,THA,0,0,0
2001-10-24,0,21,1.73,Football,VIE,0,0,0
2002-02-07,0,21,1.8,Football,VIE,0,0,0
1993-06-08,1,30,1.69,Chess,VIE,0,0,0
1998-03-18,1,25,1.73,Volleyball,VIE,0,0,0
2005-10-29,1,17,1.6,Swimming,VIE,0,0,0
1998-09-27,1,25,1.62,Kurash,VIE,0,0,1
2001-05-05,0,22,1.95,Volleyball,CAM,0,0,0
1991-08-29,0,32,1.68,Wrestling,TJK,0,0,0
1995-10-20,0,27,1.7,Boxing,TJK,0,0,0
2002-01-11,0,21,1.8,Chess,UZB,0,0,1
1994-01-01,0,29,1.8,Rugby Sevens,UAE,0,0,0
1993-09-02,1,30,1.56,Sepaktakraw,LAO,0,0,2
1992-06-05,1,31,1.7,Boxing,KAZ,0,0,0
2000-07-01,0,23,1.73,Athletics,MAC,0,0,0
2002-02-10,0,21,1.87,Badminton,MAC,0,0,0
2002-07-28,0,21,1.83,Karate,MAC,0,0,0
1991-12-12,1,31,1.59,Boxing,LAO,0,0,0
1985-01-21,1,38,1.62,Shooting,LAO,0,0,0
2000-10-08,0,23,1.7,Athletics,LAO,0,0,0
1999-06-13,0,24,1.77,Shooting,THA,0,0,0
1999-12-11,0,23,1.75,Esports,LAO,0,0,0
1993-04-11,1,30,1.6,Sepaktakraw,LAO,0,0,2
2006-07-14,1,17,1.68,Archery,VIE,0,0,0
1990-07-31,0,33,1.93,Volleyball,KAZ,0,0,0
1997-02-07,1,26,1.7,Esports,LAO,0,0,0
2005-11-19,0,17,1.75,Dragon Boat,CAM,0,0,0
1992-02-16,1,31,1.72,Athletics,UZB,0,1,0
2000-01-01,1,23,1.7,Handball,UZB,0,0,0
2001-02-02,0,22,1.64,Esports,VIE,0,0,0
1992-08-07,0,31,1.82,Fencing,VIE,0,0,0
1998-05-17,0,25,1.75,Roller Skating,VIE,0,0,0
2001-07-16,1,22,1.63,Badminton,VIE,0,0,0
1999-12-17,1,23,1.66,Taekwondo,VIE,0,0,0
2003-11-06,1,19,1.63,Football,VIE,0,0,0
1998-04-08,0,25,1.75,Shooting,VIE,0,0,0
1992-07-05,0,31,2.02,Water Polo,KAZ,0,0,1
2004-11-20,1,18,1.7,Football,CAM,0,0,0
1995-01-19,0,28,1.68,Sepaktakraw,VIE,0,0,1
2007-04-16,0,16,1.72,Dragon Boat,CAM,0,0,0
2002-12-02,0,20,1.57,Baseball,LAO,0,0,0
2004-02-02,0,19,1.68,Baseball,LAO,0,0,0
1992-09-26,0,31,1.69,Esports,THA,0,0,1
2003-06-30,1,20,1.62,Artistic Swimming,JPN,0,1,0
1995-10-20,0,27,1.9,Volleyball,QAT,0,0,0
2001-08-01,0,22,1.65,Sport Climbing,PAK,0,0,0
2006-03-29,1,17,1.71,Rhythmic Gymnastics,THA,0,0,0
2000-05-07,0,23,1.58,Esports,MDV,0,0,0
2003-01-21,1,20,1.6,3x3 Basketball,JOR,0,0,0
1998-02-15,0,25,1.79,Sepaktakraw,IND,0,0,0
1993-08-19,1,30,1.6,Dragon Boat,INA,0,3,0
1999-07-30,0,24,1.73,Football,MYA,0,0,0
2004-01-17,1,19,1.56,Football,MYA,0,0,0
1998-02-23,1,25,1.62,Rowing,SRI,0,0,0
1993-11-20,1,29,1.68,Sailing,THA,0,0,0
1995-09-07,0,28,1.7,Ju-jitsu,AFG,0,0,0
2001-05-23,0,22,1.73,Ju-jitsu,AFG,0,0,0
1999-05-02,1,24,1.6,Football,JPN,1,0,0
1995-07-01,1,28,1.56,Athletics,JPN,0,0,0
2001-01-24,1,22,1.65,Cricket,SRI,0,1,0
2002-11-10,0,20,1.6,Football,AFG,0,0,0
1999-02-17,0,24,1.67,Rugby Sevens,MAS,0,0,0
2003-05-25,1,20,1.7,Water Polo,SGP,0,0,0
1995-10-27,0,27,1.78,Archery,HKG,0,0,0
2002-07-13,1,21,1.86,3x3 Basketball,CHN,1,0,0
1989-02-16,1,34,1.57,Cricket,MAS,0,0,0
2003-10-17,0,19,1.89,Volleyball,HKG,0,0,0
2004-08-12,1,19,1.76,Swimming,CHN,1,1,0
1997-05-10,1,26,1.54,Rugby Sevens,THA,0,0,0
1996-04-12,1,27,1.69,Softball,CHN,0,1,0
2000-12-25,0,22,1.9,Baseball,CHN,0,0,0
2001-06-23,0,22,1.95,Volleyball,CHN,0,1,0
2005-03-15,0,18,1.85,Esports,TPE,0,0,1
1997-06-28,0,26,1.9,Hockey,CHN,0,0,0
2001-05-07,0,22,1.81,Badminton,CHN,1,0,0
2002-08-01,0,21,1.87,Swimming,CHN,2,1,0
1995-06-05,0,28,1.65,Wushu,TPE,0,0,0
1989-09-25,0,34,1.8,Baseball,TPE,0,1,0
1999-12-12,0,23,1.8,Athletics,TPE,0,0,0
1998-02-24,1,25,1.57,Archery,HKG,0,0,0
2001-12-24,0,21,1.78,Rugby Sevens,TPE,0,0,0
1998-10-30,0,24,1.78,Rugby Sevens,TPE,0,0,0
1995-01-18,0,28,1.88,Badminton,TPE,0,0,1
2000-06-18,0,23,1.74,Esports,TPE,0,0,1
1997-04-07,0,26,1.78,Esports,CHN,1,0,0
1995-01-17,1,28,1.77,Athletics,CHN,0,0,1
2000-05-11,0,23,1.8,Table Tennis,CHN,4,0,0
1999-11-14,1,23,1.77,Artistic Swimming,CHN,1,0,0
1996-10-31,0,26,1.88,Canoe Sprint,CHN,2,0,0
1996-12-03,0,26,1.83,Archery,CHN,0,0,0
2000-06-01,0,23,2,Volleyball,CHN,0,1,0
1994-01-27,1,29,1.88,Beach Volleyball,CHN,0,0,1
2003-08-07,0,20,1.85,Swimming,CHN,0,1,0
2000-08-02,0,23,1.8,Football,CHN,0,0,0
2005-07-27,0,18,1.85,Swimming,CHN,2,2,0
1999-06-27,0,24,1.88,Volleyball,CHN,0,1,0
1987-09-28,1,36,1.63,Football,TPE,0,0,0
1999-06-05,0,24,1.77,Swimming,TPE,0,0,0
1997-10-08,1,26,1.84,Water Polo,CHN,1,0,0
2002-03-18,0,21,1.9,3x3 Basketball,TPE,1,0,0
1997-05-10,1,26,1.68,Dragon Boat,CHN,3,0,0
2002-06-19,1,21,1.83,3x3 Basketball,CHN,1,0,0
1972-08-06,1,51,1.62,Bridge,CHN,0,1,0
1996-08-27,0,27,1.87,Athletics,CHN,1,0,0
2003-01-16,1,20,1.78,Sailing,CHN,0,1,0
